order_id,product_id,warehouse_id,order_qty,promised_date,delivery_date,status
SO00885,P009,W08,615,2026-06-28,,BACKORDER
SO00886,P002,W01,223,2026-08-09,2026-08-11,DELIVERED
SO00887,P026,W05,590,2026-07-22,,CONFIRMED
SO00888,P014,W08,118,2026-08-17,2026-08-19,DELIVERED
SO00889,P002,W06,796,2026-07-15,2026-07-17,SHIPPED
SO00890,P016,W06,214,2026-08-13,2026-08-15,DELIVERED
SO00891,P018,W04,716,2026-08-18,,CONFIRMED
SO00892,P008,W06,535,2026-08-17,2026-08-18,DELIVERED
SO00893,P019,W07,724,2026-08-11,2026-08-13,DELIVERED
SO00894,P014,W01,10,2026-07-22,2026-07-22,DELIVERED
SO00895,P021,W08,22,2026-06-23,2026-06-24,SHIPPED
SO00896,P006,W02,751,2026-08-14,,BACKORDER
SO00897,P015,W05,765,2026-08-04,,BACKORDER
SO00898,P001,W02,185,2026-07-10,,CANCELLED
SO00899,P002,W06,646,2026-08-18,2026-08-20,SHIPPED
SO00900,P003,W03,349,2026-08-10,2026-08-11,DELIVERED
SO00901,P025,W05,16,2026-06-28,,BACKORDER
SO00902,P002,W03,252,2026-06-28,2026-06-29,SHIPPED
SO00903,P008,W06,389,2026-07-03,2026-07-04,DELIVERED
SO00904,P010,W04,440,2026-06-27,,OPEN
SO00905,P006,W04,25,2026-08-09,2026-08-10,DELIVERED
SO00906,P012,W04,287,2026-07-11,,BACKORDER
SO00907,P019,W05,468,2026-08-15,,BACKORDER
SO00908,P024,W07,96,2026-08-14,2026-08-15,DELIVERED
SO00909,P002,W02,251,2026-07-21,,OPEN
SO00910,P005,W05,539,2026-07-06,2026-07-06,SHIPPED
SO00911,P017,W02,256,2026-07-07,2026-07-09,SHIPPED
SO00912,P009,W07,422,2026-06-30,2026-06-30,SHIPPED
SO00913,P030,W02,113,2026-06-16,2026-06-18,DELIVERED
SO00914,P028,W03,129,2026-08-07,,OPEN
SO00915,P029,W05,593,2026-08-12,2026-08-12,DELIVERED
SO00916,P022,W06,23,2026-08-04,2026-08-04,SHIPPED
SO00917,P011,W07,28,2026-07-14,2026-07-14,SHIPPED
SO00918,P014,W03,446,2026-07-29,,CANCELLED
SO00919,P028,W05,247,2026-07-21,,BACKORDER
SO00920,P027,W05,750,2026-06-24,2026-06-26,SHIPPED
SO00921,P028,W05,134,2026-07-11,,BACKORDER
SO00922,P021,W05,569,2026-07-28,2026-07-30,SHIPPED
SO00923,P018,W06,266,2026-06-29,2026-07-01,SHIPPED
SO00924,P022,W04,21,2026-08-02,2026-08-02,DELIVERED
SO00925,P029,W06,300,2026-06-19,2026-06-21,DELIVERED
SO00926,P003,W02,561,2026-07-18,,CONFIRMED
SO00927,P020,W02,734,2026-06-26,2026-06-27,SHIPPED
SO00928,P015,W07,282,2026-06-27,,OPEN
SO00929,P007,W03,644,2026-08-12,2026-08-13,DELIVERED
SO00930,P016,W02,190,2026-07-01,2026-07-02,DELIVERED
SO00931,P027,W03,407,2026-07-03,,CONFIRMED
SO00932,P020,W03,188,2026-08-16,2026-08-16,DELIVERED
SO00933,P023,W06,450,2026-07-02,,CONFIRMED
SO00934,P024,W01,109,2026-06-23,2026-06-23,SHIPPED
SO00935,P028,W06,82,2026-07-30,,BACKORDER
SO00936,P003,W05,352,2026-06-18,,OPEN
SO00937,P029,W03,694,2026-08-06,2026-08-08,DELIVERED
SO00938,P015,W03,576,2026-07-29,2026-07-30,SHIPPED
SO00939,P018,W04,151,2026-07-23,,OPEN
SO00940,P027,W06,76,2026-06-22,,BACKORDER
SO00941,P013,W06,643,2026-07-12,,OPEN
SO00942,P022,W05,279,2026-06-20,2026-06-21,DELIVERED
SO00943,P025,W07,755,2026-06-28,2026-06-28,DELIVERED
SO00944,P026,W02,27,2026-06-28,,BACKORDER
SO00945,P019,W02,466,2026-07-01,,CONFIRMED
SO00946,P020,W01,781,2026-06-17,,CONFIRMED
SO00947,P002,W05,720,2026-07-12,2026-07-14,SHIPPED
SO00948,P023,W07,462,2026-08-13,2026-08-15,SHIPPED
SO00949,P012,W07,555,2026-07-04,2026-07-05,DELIVERED
SO00950,P014,W01,612,2026-06-23,2026-06-25,DELIVERED
SO00951,P007,W08,514,2026-06-26,2026-06-26,SHIPPED
SO00952,P016,W02,99,2026-07-12,2026-07-12,DELIVERED
SO00953,P025,W08,708,2026-07-06,2026-07-07,DELIVERED
SO00954,P019,W03,675,2026-08-11,,BACKORDER
SO00955,P022,W03,546,2026-08-17,2026-08-19,DELIVERED
SO00956,P014,W07,612,2026-06-17,2026-06-17,DELIVERED
SO00957,P017,W07,121,2026-08-02,2026-08-02,DELIVERED
SO00958,P025,W01,314,2026-08-16,,CONFIRMED
SO00959,P003,W01,196,2026-08-07,2026-08-09,DELIVERED
SO00960,P027,W06,474,2026-06-24,2026-06-26,DELIVERED
SO00961,P026,W07,739,2026-06-21,,OPEN
SO00962,P023,W02,703,2026-07-07,,OPEN
SO00963,P025,W05,184,2026-07-02,2026-07-03,DELIVERED
SO00964,P002,W08,248,2026-07-11,,CANCELLED
SO00965,P030,W05,703,2026-06-25,2026-06-26,DELIVERED
SO00966,P029,W03,368,2026-07-23,2026-07-25,SHIPPED
SO00967,P013,W05,169,2026-07-20,,BACKORDER
SO00968,P003,W06,218,2026-07-08,2026-07-08,DELIVERED
SO00969,P025,W07,243,2026-06-28,2026-06-30,SHIPPED
SO00970,P025,W08,488,2026-07-24,2026-07-25,SHIPPED
SO00971,P022,W02,197,2026-07-30,,OPEN
SO00972,P011,W07,168,2026-07-21,,CONFIRMED
SO00973,P015,W04,170,2026-07-01,,CANCELLED
SO00974,P011,W08,586,2026-08-09,2026-08-10,SHIPPED
SO00975,P029,W08,362,2026-06-23,,OPEN
SO00976,P016,W04,163,2026-06-25,2026-06-26,DELIVERED
SO00977,P017,W01,600,2026-06-23,,BACKORDER
SO00978,P015,W07,682,2026-07-28,,OPEN
SO00979,P023,W03,106,2026-08-08,2026-08-08,SHIPPED
SO00980,P004,W08,154,2026-07-30,,BACKORDER
SO00981,P015,W02,124,2026-07-19,2026-07-24,DELIVERED
SO00982,P027,W04,436,2026-08-02,2026-08-03,DELIVERED
SO00983,P029,W07,618,2026-07-06,2026-07-08,DELIVERED
SO00984,P014,W08,736,2026-08-10,,CONFIRMED
SO00985,P013,W06,721,2026-08-16,2026-08-17,SHIPPED
SO00986,P024,W04,443,2026-07-16,2026-07-18,SHIPPED
SO00987,P024,W04,185,2026-06-27,2026-06-27,DELIVERED
SO00988,P013,W02,668,2026-06-26,,OPEN
SO00989,P008,W01,338,2026-07-02,2026-07-04,SHIPPED
SO00990,P008,W06,195,2026-07-11,2026-07-11,DELIVERED
SO00991,P007,W05,117,2026-08-17,2026-08-18,SHIPPED
SO00992,P029,W08,313,2026-06-28,2026-06-29,SHIPPED
SO00993,P020,W07,300,2026-08-04,,CANCELLED
SO00994,P010,W07,700,2026-06-30,,BACKORDER
SO00995,P017,W08,451,2026-07-22,2026-07-24,DELIVERED
SO00996,P011,W05,710,2026-07-18,,CONFIRMED
SO00997,P024,W01,794,2026-06-21,2026-06-21,SHIPPED
SO00998,P028,W03,733,2026-07-20,,BACKORDER
SO00999,P030,W08,677,2026-07-28,,CONFIRMED
SO01000,P008,W05,636,2026-06-27,,OPEN
